"id_norma_modificatoria","id_norma_modificada","tipo_norma","nro_norma","clase_norma","organismo_origen","fecha_boletin","titulo_sumario","titulo_resumido"
"375571","351767","Decreto","445","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-07-07","MINISTERIO DE ECONOMIA","DESIGNACION"
"375579","24963","Ley","17285","","PODER EJECUTIVO NACIONAL (P.E.N.)","1967-05-23","CODIGO AERONAUTICO","SU APROBACION"
"375579","353487","Resolución","272","","ADMINISTRACION NACIONAL DE AVIACION CIVIL","2021-08-30","ADMINISTRACION NACIONAL DE AVIACION CIVIL","ACUERDO - APROBACION"
"375580","373828","Decreto","713","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-10-28","CONTRATOS","APROBACION"
"375581","19442","Ley","19945","","PODER EJECUTIVO NACIONAL (P.E.N.)","1972-12-19","CODIGO ELECTORAL NACIONAL","SU APROBACION"
"375582","19442","Ley","19945","","PODER EJECUTIVO NACIONAL (P.E.N.)","1972-12-19","CODIGO ELECTORAL NACIONAL","SU APROBACION"
"375583","165490","Resolución","39","","SECRETARIA DE LA GESTION PUBLICA","2010-03-25","ADMINISTRACION PUBLICA NACIONAL","REGIMEN DE SELECCION DE PERSONAL - APROBACION"
"375583","349709","Decisión Administrativa","449","","JEFATURA DE GABINETE DE MINISTROS","2021-05-10","ADMINISTRACION PUBLICA NACIONAL","CARGOS VACANTES - INCORPORACION Y ASIGNACION"
"375584","355650","Decisión Administrativa","1005","","JEFATURA DE GABINETE DE MINISTROS","2021-10-21","MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION","DESIGNACION"
"375584","362192","Resolución","83","","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","2022-03-15","MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION","DESIGNACION - PRORROGA"
"375585","365332","Resolución","199","","MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION","2022-05-26","MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375586","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375587","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375588","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375589","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375590","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375591","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375593","355822","Resolución","1549","","MINISTERIO DE DESARROLLO SOCIAL","2021-10-26","MINISTERIO DE DESARROLLO SOCIAL","LINEAMIENTOS SEGURIDAD ALIMENTARIA - MODIFICACIONES"
"375594","312792","Decisión Administrativa","1393","","JEFATURA DE GABINETE DE MINISTROS","2018-07-27","MINISTERIO DE PRODUCCION","DESIGNACION - APROBACION"
"375597","328360","Decisión Administrativa","781","","JEFATURA DE GABINETE DE MINISTROS","2019-09-13","MINISTERIO DE HACIENDA","DESIGNACION"
"375597","358757","Resolución","922","","MINISTERIO DE ECONOMIA","2021-12-27","MINISTERIO DE ECONOMIA","DESIGNACION - PRORROGA"
"375598","366446","Resolución","425","","MINISTERIO DE ECONOMIA","2022-06-14","MINISTERIO DE ECONOMIA","DESIGNACIONES - PRORROGA"
"375599","353358","Decisión Administrativa","838","","JEFATURA DE GABINETE DE MINISTROS","2021-08-25","MINISTERIO DE ECONOMIA","DESIGNACION"
"375600","342222","Decisión Administrativa","1700","","JEFATURA DE GABINETE DE MINISTROS","2020-09-15","MINISTERIO DE ECONOMIA","DESIGNACION"
"375601","217314","Decreto","929","","PODER EJECUTIVO NACIONAL (P.E.N.)","2013-07-15","SOBERANIA HIDROCARBURIFERA","REGIMEN DE PROMOCION DE INVERSION PARA LA EXPLOTACION DE HIDROCARBUROS - CREACION"
"375603","358641","Decreto","882","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-12-24","PRESUPUESTO ADMINISTRACION NACIONAL","DISPOSICIONES"
"375603","361482","Decreto","103","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-03-03","ACUERDOS","HOMOLOGACION"
"375604","358641","Decreto","882","","PODER EJECUTIVO NACIONAL (P.E.N.)","2021-12-24","PRESUPUESTO ADMINISTRACION NACIONAL","DISPOSICIONES"
"375604","361482","Decreto","103","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-03-03","ACUERDOS","HOMOLOGACION"
"375605","325547","Resolución","430","","SECRETARIA GENERAL","2019-07-24","SECRETARIA GENERAL","DESIGNACION"
"375606","353852","Decisión Administrativa","896","","JEFATURA DE GABINETE DE MINISTROS","2021-09-07","SERVICIO GEOLOGICO MINERO ARGENTINO","DESIGNACION"
"375616","140098","Ley","26363","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2008-04-30","TRANSITO Y SEGURIDAD VIAL","AGENCIA NACIONAL DE SEGURIDAD VIAL - CREACION"
"375616","279774","Disposición","467","E","AGENCIA NACIONAL DE SEGURIDAD VIAL","2017-09-20","AGENCIA NACIONAL DE SEGURIDAD VIAL","ACTA COMPLEMENTARIA - APRUEBESE"
"375617","360236","Disposición","3","","INSTITUTO GEOGRAFICO NACIONAL","2022-01-28","INSTITUTO GEOGRAFICO NACIONAL","CARGOS VACANTES - INICIESE PROCESO COBERTURA Y SELECCION"
"375620","375218","Disposición","13","","INSTITUTO NACIONAL DE JUVENTUDES","2022-11-18","JEFATURA DE GABINETE DE MINISTROS","CONVOCATORIA PARA EL FORTALECIMIENTO INSTITUCIONAL DE ORGANIZACIONES DE LA SOCIEDAD CIVIL"
"375625","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375626","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375627","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375628","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375629","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375630","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375631","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375632","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375633","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375634","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375635","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375636","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375637","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375638","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375639","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375640","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375641","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375642","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375643","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375644","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375645","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375646","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375647","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375648","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375649","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375653","25552","Ley","20744","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1974-09-27","LEY DE CONTRATO DE TRABAJO","REGIMEN"
"375653","412","Ley","24013","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1991-12-17","LEY DE EMPLEO","PROTECCION DEL TRABAJO"
"375654","16299","Ley","22351","","PODER EJECUTIVO NACIONAL (P.E.N.)","1980-12-12","PARQUES NACIONALES","DECLARACION DE RESERVAS"
"375656","363350","Resolución","171","","ADMINISTRACION DE PARQUES NACIONALES","2022-04-11","ADMINISTRACION DE PARQUES NACIONALES","BASES CONVOCATORIAS - APROBACION"
"375657","34822","Ley","20247","","PODER EJECUTIVO NACIONAL (P.E.N.)","1973-04-16","REGIMEN","LEY DE SEMILLAS Y CREACIONES FITOGENETICAS"
"375658","34822","Ley","20247","","PODER EJECUTIVO NACIONAL (P.E.N.)","1973-04-16","REGIMEN","LEY DE SEMILLAS Y CREACIONES FITOGENETICAS"
"375661","43550","Ley","20094","","PODER EJECUTIVO NACIONAL (P.E.N.)","1973-03-02","NAVEGACION","REGIMEN"
"375661","818","Ley","24449","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1995-02-10","LEY DE TRANSITO","REGIMEN LEGAL"
"375661","327264","Ley","27514","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2019-08-28","INTERES PUBLICO","DECLARACION"
"375662","369712","Resolución","1191","","MINISTERIO DE DESARROLLO SOCIAL","2022-08-16","MINISTERIO DE DESARROLLO SOCIAL","PROCESO PARA LA IMPLEMENTACION DEL REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375664","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375665","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375666","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375667","365581","Resolución","620","","MINISTERIO DE DESARROLLO SOCIAL","2022-05-31","MINISTERIO DE DESARROLLO SOCIAL","PROCESO REGIMEN DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375669","369543","Decreto","480","","PODER EJECUTIVO NACIONAL (P.E.N.)","2022-08-11","ADMINISTRACION PUBLICA NACIONAL","DECRETO 50/2019 - MODIFICACION"
"375670","347833","Resolución","59","","MINISTERIO DE OBRAS PUBLICAS","2021-03-12","MINISTERIO DE OBRAS PUBLICAS","PROGRAMA DE INFRAESTRUCTURA DE CENTROS DE DESARROLLO INFANTIL - CREASE"
"375670","374510","Resolución","385","","MINISTERIO DE OBRAS PUBLICAS","2022-11-09","MINISTERIO DE OBRAS PUBLICAS","ADENDAS POR MAYOR FINANCIAMIENTO - MODIFICASE"
"375671","352158","Decisión Administrativa","706","","JEFATURA DE GABINETE DE MINISTROS","2021-07-20","MINISTERIO DE SALUD","DESIGNACION"
"375672","360173","Decisión Administrativa","67","","JEFATURA DE GABINETE DE MINISTROS","2022-01-27","MINISTERIO DE SEGURIDAD","DESIGNACION"
"375672","360562","Decisión Administrativa","135","","JEFATURA DE GABINETE DE MINISTROS","2022-02-07","MINISTERIO DE SEGURIDAD","DECISION ADMINISTRATIVA N° 67/2022 - MODIFICACION"
"375672","361421","Decisión Administrativa","219","","JEFATURA DE GABINETE DE MINISTROS","2022-03-02","MINISTERIO DE SEGURIDAD","DESIGNACION"
"375672","361424","Decisión Administrativa","222","","JEFATURA DE GABINETE DE MINISTROS","2022-03-02","MINISTERIO DE SEGURIDAD","DESIGNACION"
"375673","138931","Ley","26352","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2008-03-27","ACTIVIDAD FERROVIARIA","SOCIEDADES - CREACION"
"375673","200638","Decreto","1382","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2012-08-13","ADMINISTRACION PUBLICA NACIONAL","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO - CREACION"
"375673","214826","Decreto","566","DNU","PODER EJECUTIVO NACIONAL (P.E.N.)","2013-05-22","TRANSPORTE FERROVIARIO","SOCIEDAD 'BELGRANO CARGAS Y LOGISTICA SOCIEDAD ANONIMA'- CONSTITUCION"
"375673","344209","Resolución","135","","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","2020-11-13","AGENCIA DE ADMINISTRACION DE BIENES DEL ESTADO","PERMISO - OTORGASE"
"375674","368081","Resolución","342","","MINISTERIO DE TURISMO Y DEPORTES","2022-07-15","MINISTERIO DE TURISMO Y DEPORTES","PROCESO DE VALORACION POR EVALUACION Y MERITO - INICIO"
"375675","368002","Resolución","389","","SECRETARIA GENERAL","2022-07-14","SECRETARIA GENERAL","ASIGNACION DE FUNCIONES"
"375676","235514","Resolución","416","","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENT","2014-09-25","MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA","RESOLUCION N° 401/2010 - MODIFICACION"
"375676","257451","Ley","27233","","HONORABLE CONGRESO DE LA NACION ARGENTINA","2016-01-04","DECLARACION DE INTERES NACIONAL","SANIDAD DE LOS ANIMALES Y VEGETALES"
"375676","364735","Resolución","243","","SERVICIO NAC. DE SANIDAD Y CALIDAD AGROALIMENTARIA","2022-05-13","SERVICIO NACIONAL DE SANIDAD Y CALIDAD AGROALIMENTARIA","ALERTA FITOSANITARIA - CHICHARRITA DE LOS CITRICOS"
"375677","337294","Resolución","4710","GENERAL","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","2020-05-11","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","VALORES REFERENCIALES DE EXPORTACION"
"375677","371133","Resolución","5257","GENERAL","DIRECCION GENERAL DE ADUANAS","2022-09-09","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","VALORES REFERENCIALES DE CARACTER PREVENTIVO"
"375678","554","Ley","24156","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1992-10-29","ADMINISTRACION FINANCIERA Y SISTEMAS DE CONTROL","DISPOSICIONES GENERALES"
"375678","319259","Resolución","9","Conjunta","SECRETARIA DE FINANZAS","2019-01-25","DEUDA PUBLICA","PROGRAMA DE CREADORES DE MERCADO - CREASE"
"375678","319259","Resolución","9","Conjunta","SECRETARIA DE HACIENDA","2019-01-25","DEUDA PUBLICA","PROGRAMA DE CREADORES DE MERCADO - CREASE"
"375678","354068","Resolución","39","Conjunta","SECRETARIA DE HACIENDA","2021-09-13","DEUDA PUBLICA","LETRA DEL TESORO NACIONAL EN PESOS - AMPLIACION"
"375678","354068","Resolución","39","Conjunta","SECRETARIA DE FINANZAS","2021-09-13","DEUDA PUBLICA","LETRA DEL TESORO NACIONAL EN PESOS - AMPLIACION"
"375678","368006","Resolución","25","Conjunta","SECRETARIA DE HACIENDA","2022-07-14","DEUDA PUBLICA","LETRAS DEL TESORO EN PESOS - EMISION"
"375678","368006","Resolución","25","Conjunta","SECRETARIA DE FINANZAS","2022-07-14","DEUDA PUBLICA","LETRAS DEL TESORO EN PESOS - EMISION"
"375678","375296","Resolución","47","Conjunta","SECRETARIA DE HACIENDA","2022-11-22","DEUDA PUBLICA","LETRA DEL TESORO EN PESOS - EMISION"
"375678","375296","Resolución","47","Conjunta","SECRETARIA DE FINANZAS","2022-11-22","DEUDA PUBLICA","LETRA DEL TESORO EN PESOS - EMISION"
"375684","364605","Disposición","340","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-05-11","AGENCIA NACIONAL DE SEGURIDAD VIAL","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375685","364605","Disposición","340","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-05-11","AGENCIA NACIONAL DE SEGURIDAD VIAL","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375686","364605","Disposición","340","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-05-11","AGENCIA NACIONAL DE SEGURIDAD VIAL","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375687","364605","Disposición","340","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-05-11","AGENCIA NACIONAL DE SEGURIDAD VIAL","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375688","364605","Disposición","340","","AGENCIA NACIONAL DE SEGURIDAD VIAL","2022-05-11","AGENCIA NACIONAL DE SEGURIDAD VIAL","PROCESO DE VALORACION PARA LA PROMOCION POR EVALUACION Y MERITO - INICIO"
"375689","174717","Resolución","227","","SECRETARIA DE LA GESTION PUBLICA","2010-11-09","JEFATURA DE GABINETE DE MINISTROS","POLITICA DE CERTIFICACION PARA PERSONAS FISICAS DE ENTES PUBLICOS, ESTATALES O NO ESTATALES..."
"375689","370951","Resolución","10","","SECRETARIA DE INNOVACION PUBLICA","2022-09-07","JEFATURA DE GABINETE DE MINISTROS","NUEVA 'POLITICA UNICA DE CERTIFICACION V.4.0' - APRUEBASE"
"375690","174717","Resolución","227","","SECRETARIA DE LA GESTION PUBLICA","2010-11-09","JEFATURA DE GABINETE DE MINISTROS","POLITICA DE CERTIFICACION PARA PERSONAS FISICAS DE ENTES PUBLICOS, ESTATALES O NO ESTATALES..."
"375691","307239","Resolución","121","","MINISTERIO DE MODERNIZACION","2018-02-27","MINISTERIO DE MODERNIZACION","LICENCIA - OTORGASE"
"375691","313978","Resolución","87","","SECRETARIA DE MODERNIZACION ADMINISTRATIVA","2018-08-31","MINISTERIO DE MODERNIZACION","POLITICA UNICA DE CERTIFICACION V2.0 - APRUEBASE"
"375692","307239","Resolución","121","","MINISTERIO DE MODERNIZACION","2018-02-27","MINISTERIO DE MODERNIZACION","LICENCIA - OTORGASE"
"375692","313978","Resolución","87","","SECRETARIA DE MODERNIZACION ADMINISTRATIVA","2018-08-31","MINISTERIO DE MODERNIZACION","POLITICA UNICA DE CERTIFICACION V2.0 - APRUEBASE"
"375693","373614","Resolución","1743","","MINISTERIO DE CULTURA","2022-10-25","MINISTERIO DE CULTURA","CONCURSO NACIONAL - APROBACION"
"375694","367847","Disposición","138","","DIRECCION NAC.REG.NAC.PROP.AUTO. Y CRED.PRENDARIOS","2022-07-12","MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","DIGESTO DE NORMAS TECNICO-REGISTRALES - MODIFICACION"
"375695","370052","Disposición","8","","DIRECCION NACIONAL ELECTORAL","2022-08-19","MINISTERIO DEL INTERIOR","INICIO DE ACTUACIONES"
"375696","373141","Comunicación","7622","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-10-17","ENTIDADES FINANCIERAS","CIRCULAR CAMEX 1-939: EXTERIOR Y CAMBIOS. ADECUACIONES."
"375697","375374","Comunicación","7637","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-11-23","ENTIDADES FINANCIERAS","EFECTIVO MINIMO - ADECUACIONES"
"375698","374194","Comunicación","7593","A","BANCO CENTRAL DE LA REPUBLICA ARGENTINA (B.C.R.A.)","2022-11-03","ENTIDADES FINANCIERAS","PROTECCION DE LOS USUARIOS DE SERVICIOS FINANCIEROS Y PROVEEDORES DE SERVICIOS DE PAGO"
"375702","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375703","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375704","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375705","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375706","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375707","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375708","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375709","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375710","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375711","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375711","373405","Resolución","1603","","SECRETARIA DE TRABAJO","2022-10-20","CONVENCIONES COLECTIVAS DE TRABAJO","UNION TRABAJADORES DE CARGA Y DESCARGA DE LA REPUBLICA ARGENTINA - OTRO"
"375712","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375712","368502","Resolución","829","","SECRETARIA DE TRABAJO","2022-07-22","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION GRAFICA BONAERENSE -  ASOCIACION DE EDITORES DE DIARIOS DE LA CIUDAD DE BUENOS AIRES"
"375713","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375713","351637","Resolución","93","","SECRETARIA DE TRABAJO","2021-07-02","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNIDO DE TRABAJADORES JARDINEROS, PARQUISTAS, VIVERISTAS Y FLORICULTORES REP ARG  - OTRO"
"375713","372951","Disposición","621","","DIRECCION DE NORMATIVA LABORAL","2022-10-12","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNIDO DE TRABAJADORES JARDINEROS, PARQUISTAS, VIVERISTAS Y FLORICULTORES DE LA REP ARG"
"375714","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375714","362964","Disposición","196","","DIRECCION NACIONAL DE RELACIONES Y REGULACIONES DEL TRABAJO","2022-03-31","CONVENCIONES COLECTIVAS DE TRABAJO","UNION FERROVIARIA - DECAHF"
"375715","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375715","328583","Resolución","554","","SECRETARIA DE TRABAJO","2019-09-17","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION ARGENTINA DE CAPITANES, PILOTOS Y PATRONES DE PESCA - C.A.PE.C.A."
"375716","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375716","371785","Resolución","1280","","SECRETARIA DE TRABAJO","2022-09-21","CONVENCIONES COLECTIVAS DE TRABAJO","FEDERACION ARGENTINA UNION PERSONAL PANADERIAS Y AFINES - FAIPA"
"375717","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375718","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375718","366321","Disposición","239","","DIRECCION NACIONAL DE RELACIONES Y REGULACIONES DEL TRABAJO","2022-06-10","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO OBRAS SANITARIAS DE LA PROVINCIA DE BUENOS AIRES - OTRO"
"375719","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375719","375168","Resolución","1908","","SECRETARIA DE TRABAJO","2022-11-17","CONVENCIONES COLECTIVAS DE TRABAJO","ASOCIACION DE SUPERVISORES DE LA INDUSTRIA METALMECANICA DE LA REPUBLICA ARGENTINA - OTRO"
"375720","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
"375720","357474","Resolución","601","","SECRETARIA DE TRABAJO","2021-12-01","CONVENCIONES COLECTIVAS DE TRABAJO","SINDICATO UNICO DE TRABAJADORES DE LOS PEAJES Y AFINES Y OTROS"
"375721","46379","Ley","14250","","HONORABLE CONGRESO DE LA NACION ARGENTINA","1953-10-20","CONVENIOS COLECTIVO DE TRABAJO","TRABAJO"
